section,subsection,section_short,qID,question,model,doc_type,eval_version_v1,used_description_file_v1,answer_given_v1,answer_given_std_v1,eval_version_v2,used_description_file_v2,answer_given_v2,answer_given_std_v2,answer_given_diff
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-mini,meta_data,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-mini,protocol,v1_no_description,False,0.95,0.22360679774997894,v2_description,True,1.0,0.0,0.050000000000000044
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-mini,readme,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-mini,sop,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-mini,toxtemp,v1_no_description,False,1.0,,v2_description,True,1.0,,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-nano,abstract,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-nano,article,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-nano,combined,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-nano,description,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,1.0,0.0,0.4
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-nano,meta_data,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-nano,processed_data,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-nano,protocol,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-nano,readme,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-nano,sop,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5-nano,toxtemp,v1_no_description,False,1.0,,v2_description,True,1.0,,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-mini,abstract,v1_no_description,False,1.0,0.0,v2_description,True,0.6666666666666666,0.5163977794943223,-0.33333333333333337
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-mini,article,v1_no_description,False,0.9285714285714286,0.2672612419124244,v2_description,True,1.0,0.0,0.0714285714285714
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-mini,combined,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-mini,description,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,0.7142857142857143,0.4879500364742666,0.11428571428571432
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-mini,meta_data,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-mini,processed_data,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-mini,protocol,v1_no_description,False,1.0,0.0,v2_description,True,0.95,0.22360679774997894,-0.050000000000000044
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-mini,readme,v1_no_description,False,1.0,0.0,v2_description,True,0.75,0.46291004988627577,-0.25
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-mini,sop,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-mini,toxtemp,v1_no_description,False,1.0,,v2_description,True,1.0,,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-nano,abstract,v1_no_description,False,0.75,0.5,v2_description,True,0.6666666666666666,0.5163977794943222,-0.08333333333333337
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-nano,article,v1_no_description,False,0.8571428571428571,0.36313651960128146,v2_description,True,0.6428571428571429,0.4972451580988469,-0.2142857142857142
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-nano,combined,v1_no_description,False,0.7142857142857143,0.4879500364742666,v2_description,True,1.0,0.0,0.2857142857142857
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-nano,description,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,1.0,0.0,0.4
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-nano,meta_data,v1_no_description,False,0.4,0.5477225575051662,v2_description,True,0.8,0.4472135954999579,0.4
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-nano,processed_data,v1_no_description,False,0.6666666666666666,0.5773502691896258,v2_description,True,0.6666666666666666,0.5773502691896258,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-nano,protocol,v1_no_description,False,0.45,0.5104177855340404,v2_description,True,0.7,0.47016234598162726,0.24999999999999994
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-nano,readme,v1_no_description,False,0.0,0.0,v2_description,True,0.25,0.4629100498862757,0.25
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-nano,sop,v1_no_description,False,1.0,0.0,v2_description,True,0.3333333333333333,0.5773502691896258,-0.6666666666666667
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,gpt-5.4-nano,toxtemp,v1_no_description,False,1.0,,v2_description,True,1.0,,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,o3-mini,abstract,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,o3-mini,article,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,o3-mini,combined,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,o3-mini,description,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,o3-mini,meta_data,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,o3-mini,processed_data,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,o3-mini,protocol,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,o3-mini,readme,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,o3-mini,sop,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.1 Descriptive full-text title,1. Overview,1,Provide a descriptive title using normal language without technical terms or acronyms.,o3-mini,toxtemp,v1_no_description,False,1.0,,v2_description,True,1.0,,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-4o-mini_temp0,abstract,v1_no_description,False,0.5,0.5773502691896257,v2_description,True,1.0,0.0,0.5
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-4o-mini_temp0,article,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-4o-mini_temp0,combined,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-4o-mini_temp0,description,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,1.0,0.0,0.4
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-4o-mini_temp0,meta_data,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,1.0,0.0,0.4
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-4o-mini_temp0,processed_data,v1_no_description,False,0.0,0.0,v2_description,True,1.0,0.0,1.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-4o-mini_temp0,protocol,v1_no_description,False,0.4,0.5026246899500345,v2_description,True,1.0,0.0,0.6
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-4o-mini_temp0,readme,v1_no_description,False,0.25,0.46291004988627577,v2_description,True,1.0,0.0,0.75
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-4o-mini_temp0,sop,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-4o-mini_temp0,toxtemp,v1_no_description,False,1.0,,v2_description,True,1.0,,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-mini,abstract,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-mini,article,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-mini,combined,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-mini,description,v1_no_description,False,0.75,0.5,v2_description,True,1.0,0.0,0.25
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-mini,meta_data,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-mini,protocol,v1_no_description,False,0.95,0.22360679774997894,v2_description,True,1.0,0.0,0.050000000000000044
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-mini,readme,v1_no_description,False,0.5,0.5345224838248488,v2_description,True,1.0,0.0,0.5
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-mini,sop,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-mini,toxtemp,v1_no_description,False,1.0,,v2_description,True,1.0,,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-nano,abstract,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-nano,article,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-nano,combined,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-nano,description,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,1.0,0.0,0.4
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-nano,meta_data,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,1.0,0.0,0.4
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-nano,processed_data,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-nano,protocol,v1_no_description,False,0.7,0.4701623459816272,v2_description,True,1.0,0.0,0.30000000000000004
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-nano,readme,v1_no_description,False,0.375,0.5175491695067657,v2_description,True,1.0,0.0,0.625
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-nano,sop,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5-nano,toxtemp,v1_no_description,False,1.0,,v2_description,True,1.0,,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-mini,abstract,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-mini,article,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-mini,combined,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-mini,description,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,1.0,0.0,0.4
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-mini,meta_data,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,1.0,0.0,0.4
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-mini,processed_data,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-mini,protocol,v1_no_description,False,0.85,0.36634754853252327,v2_description,True,0.85,0.3663475485325232,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-mini,readme,v1_no_description,False,0.5,0.5345224838248488,v2_description,True,1.0,0.0,0.5
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-mini,sop,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-mini,toxtemp,v1_no_description,False,1.0,,v2_description,True,1.0,,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-nano,abstract,v1_no_description,False,0.75,0.5,v2_description,True,1.0,0.0,0.25
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-nano,article,v1_no_description,False,0.7857142857142857,0.4258153136263201,v2_description,True,1.0,0.0,0.2142857142857143
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-nano,combined,v1_no_description,False,0.8571428571428571,0.37796447300922725,v2_description,True,1.0,0.0,0.1428571428571429
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-nano,description,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,1.0,0.0,0.4
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-nano,meta_data,v1_no_description,False,0.4,0.5477225575051661,v2_description,True,1.0,0.0,0.6
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-nano,processed_data,v1_no_description,False,0.0,0.0,v2_description,True,1.0,0.0,1.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-nano,protocol,v1_no_description,False,0.25,0.4442616583193193,v2_description,True,0.95,0.22360679774997894,0.7
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-nano,readme,v1_no_description,False,0.25,0.4629100498862757,v2_description,True,1.0,0.0,0.75
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-nano,sop,v1_no_description,False,0.3333333333333333,0.5773502691896258,v2_description,True,1.0,0.0,0.6666666666666667
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,gpt-5.4-nano,toxtemp,v1_no_description,False,1.0,,v2_description,True,1.0,,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,o3-mini,abstract,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,o3-mini,article,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,o3-mini,combined,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,o3-mini,description,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,1.0,0.0,0.4
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,o3-mini,meta_data,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,1.0,0.0,0.4
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,o3-mini,processed_data,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,o3-mini,protocol,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,o3-mini,readme,v1_no_description,False,0.6666666666666666,0.5163977794943222,v2_description,True,1.0,0.0,0.33333333333333337
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,o3-mini,sop,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,2,Please write an abstract on the cell-based toxicological test method in no more than 200 words:,o3-mini,toxtemp,v1_no_description,False,1.0,,v2_description,True,1.0,,0.0
1. Overview,1.2 Abstract,1. Overview,3,"Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? (8.1)",gpt-4o-mini_temp0,abstract,v1_no_description,False,0.5,0.5773502691896257,v2_description,True,0.3333333333333333,0.5163977794943222,-0.16666666666666669
1. Overview,1.2 Abstract,1. Overview,3,"Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? (8.1)",gpt-4o-mini_temp0,article,v1_no_description,False,0.7857142857142857,0.42581531362632,v2_description,True,1.0,0.0,0.2142857142857143
1. Overview,1.2 Abstract,1. Overview,3,"Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? (8.1)",gpt-4o-mini_temp0,combined,v1_no_description,False,1.0,0.0,v2_description,True,1.0,0.0,0.0
1. Overview,1.2 Abstract,1. Overview,3,"Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? (8.1)",gpt-4o-mini_temp0,description,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,0.42857142857142855,0.5345224838248488,-0.17142857142857143
1. Overview,1.2 Abstract,1. Overview,3,"Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? (8.1)",gpt-4o-mini_temp0,meta_data,v1_no_description,False,0.6,0.5477225575051661,v2_description,True,1.0,0.0,0.4
1. Overview,1.2 Abstract,1. Overview,3,"Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? (8.1)",gpt-4o-mini_temp0,processed_data,v1_no_description,False,0.0,0.0,v2_description,True,0.6666666666666666,0.5773502691896258,0.6666666666666666
1. Overview,1.2 Abstract,1. Overview,3,"Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? (8.1)",gpt-4o-mini_temp0,protocol,v1_no_description,False,0.2,0.41039134083406165,v2_description,True,0.95,0.22360679774997894,0.75
1. Overview,1.2 Abstract,1. Overview,3,"Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? (8.1)",gpt-4o-mini_temp0,readme,v1_no_description,False,0.25,0.46291004988627577,v2_description,True,0.625,0.5175491695067657,0.375
1. Overview,1.2 Abstract,1. Overview,3,"Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? (8.1)",gpt-4o-mini_temp0,sop,v1_no_description,False,0.6666666666666666,0.5773502691896258,v2_description,True,1.0,0.0,0.33333333333333337
1. Overview,1.2 Abstract,1. Overview,3,"Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? (8.1)",gpt-4o-mini_temp0,toxtemp,v1_no_description,False,1.0,,v2_description,True,1.0,,0.0
